aclnn_api,mindspore,pyboost,kbk,kernel_mod_src,pyboost_src,kernel_mod_gen,pyboost_gen,evidence,via_ops,via_kernel_mod_src,via_pyboost_src,via_kernel_mod_gen,via_pyboost_gen,custom_dispatch_ops,custom_dispatch_names,direct_match,suspected_fusion,cpp_funcs,kernel_mod_files,pyboost_files,remarks
aclnnSlice,✅,✅,✅,✅,✖️,✅,✅,kernel_mod_src+kernel_mod_gen+pyboost_gen,Narrow;Slice;SliceExt,Narrow;SliceExt,,Slice,Slice,,,Slice,False,NarrowAscend;SliceExtAscend,kernel_mod_impl/customize/narrow_aclnn_kernel.cc;kernel_mod_impl/customize/narrow_aclnn_kernel.h;kernel_mod_impl/customize/slice_ext_aclnn_kernel.cc;kernel_mod_impl/customize/slice_ext_aclnn_kernel.h,,shared_by_3_ops
aclnnSliceV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnSlogdet,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnSmoothL1Loss,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,SmoothL1Loss,SmoothL1Loss,,,,SmoothL1Loss,SmoothL1LossAscend,SmoothL1Loss,False,SmoothL1LossAscendKernelMod,kernel_mod_impl/customize/smooth_l1_loss_aclnn_kernel.cc;kernel_mod_impl/customize/smooth_l1_loss_aclnn_kernel.h,,has_custom_dispatch
aclnnSmoothL1LossBackward,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,SmoothL1LossGrad,SmoothL1LossGrad,,,,SmoothL1LossGrad,SmoothL1LossGradAscend,,True,SmoothL1LossGradAscendKernelMod,kernel_mod_impl/customize/smooth_l1_loss_grad_aclnn_kernel.cc;kernel_mod_impl/customize/smooth_l1_loss_grad_aclnn_kernel.h,,has_custom_dispatch
aclnnSoftMarginLoss,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,SoftMarginLoss,SoftMarginLoss,,,,SoftMarginLoss,SoftMarginLossAscend,SoftMarginLoss,False,SoftMarginLossAscendKernelMod,kernel_mod_impl/customize/soft_margin_loss_aclnn_kernel.cc;kernel_mod_impl/customize/soft_margin_loss_aclnn_kernel.h,,has_custom_dispatch
aclnnSoftMarginLossBackward,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,SoftMarginLossGrad,SoftMarginLossGrad,,,,,,,True,SoftMarginLossGradAscendKernelMod,kernel_mod_impl/customize/soft_margin_loss_grad_aclnn_kernel.cc;kernel_mod_impl/customize/soft_margin_loss_grad_aclnn_kernel.h,,
aclnnSoftmax,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,Softmax,Softmax,,,,Softmax,SoftmaxAscend,Softmax,False,SoftmaxAscend,kernel_mod_impl/customize/softmax_aclnn_kernel.cc;kernel_mod_impl/customize/softmax_aclnn_kernel.h,,has_custom_dispatch
aclnnSoftmaxBackward,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,SoftmaxBackward,,,SoftmaxBackward,SoftmaxBackward,,,SoftmaxBackward,False,,,,
aclnnSoftmaxCrossEntropyWithLogits,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnSoftplus,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,SoftplusExt,,,SoftplusExt,SoftplusExt,,,,True,,,,
aclnnSoftplusBackward,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,SoftplusGradExt,,,SoftplusGradExt,SoftplusGradExt,,,,True,,,,
aclnnSoftshrink,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,SoftShrink,SoftShrink,,,,SoftShrink,SoftShrinkAscend,SoftShrink,False,SoftshrinkAscend,kernel_mod_impl/customize/softshrink_aclnn_kernel.cc;kernel_mod_impl/customize/softshrink_aclnn_kernel.h,,has_custom_dispatch
aclnnSoftshrinkBackward,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,SoftShrinkGrad,SoftShrinkGrad,,,,SoftShrinkGrad,SoftShrinkGradAscend,,True,SoftshrinkGradAscend,kernel_mod_impl/customize/softshrink_grad_aclnn_kernel.cc;kernel_mod_impl/customize/softshrink_grad_aclnn_kernel.h,,has_custom_dispatch
aclnnSort,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,ArgSort;SortExt,ArgSort;SortExt,,,,SortExt,SortExtAscend,,True,ArgSortAscend;SortExtAscend,kernel_mod_impl/customize/argsort_aclnn_kernel.cc;kernel_mod_impl/customize/argsort_aclnn_kernel.h;kernel_mod_impl/customize/sort_ext_aclnn_kernel.cc;kernel_mod_impl/customize/sort_ext_aclnn_kernel.h,,shared_by_2_ops;has_custom_dispatch
aclnnSparseFlashAttentionGrad,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,SparseFlashAttentionGrad,SparseFlashAttentionGrad,,,,SparseFlashAttentionGrad,SparseFlashAttentionGradAscend,SparseFlashAttentionGrad,False,SparseFlashAttentionGradAscend,kernel_mod_impl/customize/sparse_flash_attention_grad_aclnn_kernel.cc;kernel_mod_impl/customize/sparse_flash_attention_grad_aclnn_kernel.h,,has_custom_dispatch
aclnnSparseLightningIndexerGradKLLoss,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnSplitTensor,✅,✅,✅,✅,✖️,✅,✅,kernel_mod_src+kernel_mod_gen+pyboost_gen,Chunk;SplitTensor,Chunk;SplitTensor,,SplitTensor,SplitTensor,,,SplitTensor,False,ChunkAscend;SplitTensorAscend,kernel_mod_impl/customize/chunk_aclnn_kernel.cc;kernel_mod_impl/customize/chunk_aclnn_kernel.h;kernel_mod_impl/customize/split_tensor_aclnn_kernel.cc;kernel_mod_impl/customize/split_tensor_aclnn_kernel.h,,shared_by_2_ops
aclnnSplitWithSize,✅,✅,✅,✅,✖️,✅,✅,kernel_mod_src+kernel_mod_gen+pyboost_gen,SplitWithSize,SplitWithSize,,SplitWithSize,SplitWithSize,,,SplitWithSize,False,SplitWithSizeAscend,kernel_mod_impl/customize/split_with_size_aclnn_kernel.cc;kernel_mod_impl/customize/split_with_size_aclnn_kernel.h,,
aclnnSqrt,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,Sqrt,,,Sqrt,Sqrt,,,Sqrt,False,,,,
aclnnSquaredRelu,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnStack,✅,✅,✅,✅,✖️,✅,✅,kernel_mod_src+kernel_mod_gen+pyboost_gen,StackExt,StackExt,,StackExt,StackExt,,,,True,StackExtAscend,kernel_mod_impl/customize/stack_ext_aclnn_kernel.cc;kernel_mod_impl/customize/stack_ext_aclnn_kernel.h,,
aclnnStd,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,Std,Std,,,,Std,StdAscend,Std,False,StdAscend,kernel_mod_impl/customize/std_aclnn_kernel.cc;kernel_mod_impl/customize/std_aclnn_kernel.h,,has_custom_dispatch
aclnnStdMeanCorrection,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,StdMean,StdMean,,,,,,,True,StdMeanAscend,kernel_mod_impl/customize/std_mean_aclnn_kernel.cc;kernel_mod_impl/customize/std_mean_aclnn_kernel.h,,
aclnnStridedSliceAssignV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnSub,✅,✅,✅,✅,✖️,✅,✅,kernel_mod_src+kernel_mod_gen+pyboost_gen+custom_dispatch,Sub;SubExt,Sub;SubExt,,SubExt,SubExt,Sub,SubAscend,Sub,False,SubAscend;SubExtAscend,kernel_mod_impl/customize/sub_aclnn_kernel.cc;kernel_mod_impl/customize/sub_aclnn_kernel.h;kernel_mod_impl/customize/sub_ext_aclnn_kernel.cc;kernel_mod_impl/customize/sub_ext_aclnn_kernel.h,,shared_by_2_ops;has_custom_dispatch
aclnnSubs,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,SubScalar,SubScalar,,,,SubScalar,SubScalarAscend,,True,SubScalarAscend,kernel_mod_impl/customize/sub_scalar_aclnn_kernel.cc;kernel_mod_impl/customize/sub_scalar_aclnn_kernel.h,,has_custom_dispatch
aclnnSum,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnSvd,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnSwiGlu,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,Swiglu,,,Swiglu,Swiglu,,,Swiglu,False,,,,
aclnnSwiGluGrad,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,SwigluGrad,,,SwigluGrad,SwigluGrad,,,SwigluGrad,False,,,,
aclnnSwiGluQuant,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnSwiGluQuantV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnSwinAttentionScoreQuant,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnSwinTransformerLnQkvQuant,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnSwish,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnSwishBackward,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnSyncBatchNormGatherStats,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnTake,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,Take,Take,,,,Take,TakeAscend,Take,False,TakeAscend,kernel_mod_impl/customize/take_aclnn_kernel.cc;kernel_mod_impl/customize/take_aclnn_kernel.h,,has_custom_dispatch
aclnnTan,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,Tan,,,Tan,Tan,,,Tan,False,,,,
aclnnTanh,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,Tanh,,,Tanh,Tanh,,,Tanh,False,,,,
aclnnTanhBackward,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,TanhGrad,TanhGrad,,,,,,,True,TanhGradAscend,kernel_mod_impl/customize/tanh_grad_aclnn_kernel.cc;kernel_mod_impl/customize/tanh_grad_aclnn_kernel.h,,
aclnnTfScatterAdd,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,TensorScatterAdd,TensorScatterAdd,,,,,,,True,TensorScatterAddAscend,kernel_mod_impl/customize/tensor_scatter_add_aclnn_kernel.cc;kernel_mod_impl/customize/tensor_scatter_add_aclnn_kernel.h,,
aclnnThreeInterpolateBackward,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnThreshold,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,Threshold,Threshold,,,,Threshold,ThresholdAscend,Threshold,False,ThresholdAscend,kernel_mod_impl/customize/threshold_aclnn_kernel.cc;kernel_mod_impl/customize/threshold_aclnn_kernel.h,,has_custom_dispatch
aclnnThresholdBackward,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,ReluGrad;ThresholdGrad,ReluGrad;ThresholdGrad,,,,,,,True,ReluGradAscend;ThresholdGradAscend,kernel_mod_impl/customize/relu_grad_aclnn_kernel.cc;kernel_mod_impl/customize/relu_grad_aclnn_kernel.h;kernel_mod_impl/customize/threshold_grad_aclnn_kernel.cc;kernel_mod_impl/customize/threshold_grad_aclnn_kernel.h,,shared_by_2_ops
aclnnTopKTopPSample,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnTopk,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,TopkExt,,,TopkExt,TopkExt,,,,True,,,,
aclnnTrace,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,TraceExt,,,TraceExt,TraceExt,,,,True,,,,
aclnnTransConvolutionWeight,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnTransMatmulWeight,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnTransQuantParam,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnTransQuantParamV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnTransQuantParamV3,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnTransformBiasRescaleQkv,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnTransposeBatchMatMul,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnTriangularSolve,✅,✅,✅,✅,✖️,✅,✅,kernel_mod_src+kernel_mod_gen+pyboost_gen,TriangularSolve,TriangularSolve,,TriangularSolve,TriangularSolve,,,TriangularSolve,False,TriangularSolveAscend,kernel_mod_impl/customize/triangular_solve_aclnn_kernel.cc;kernel_mod_impl/customize/triangular_solve_aclnn_kernel.h,,
aclnnTril,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,TrilExt,,,TrilExt,TrilExt,,,,True,,,,
aclnnTriu,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,Triu,,,Triu,Triu,,,Triu,False,,,,
aclnnTrunc,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,Trunc,,,Trunc,Trunc,,,Trunc,False,,,,
aclnnUnfoldGrad,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnUnique,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,InnerUnique,InnerUnique,,,,,,,True,InnerUniqueAscend,kernel_mod_impl/customize/inner_unique_aclnn_kernel.cc;kernel_mod_impl/customize/inner_unique_aclnn_kernel.h,,
aclnnUnique2,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,Unique2,Unique2,,,,Unique2,Unique2Ascend,Unique2,False,Unique2Ascend,kernel_mod_impl/customize/unique2_aclnn_kernel.cc;kernel_mod_impl/customize/unique2_aclnn_kernel.h,,has_custom_dispatch
aclnnUniqueConsecutive,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,UniqueConsecutive,UniqueConsecutive,,,,UniqueConsecutive,UniqueConsecutiveAscend,UniqueConsecutive,False,UniqueConsecutiveAscend,kernel_mod_impl/customize/unique_consecutive_aclnn_kernel.cc;kernel_mod_impl/customize/unique_consecutive_aclnn_kernel.h,,has_custom_dispatch
aclnnUniqueDim,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,UniqueDim,UniqueDim,,,,UniqueDim,UniqueDimAscend,UniqueDim,False,UniqueDimAscend,kernel_mod_impl/customize/unique_dim_aclnn_kernel.cc;kernel_mod_impl/customize/unique_dim_aclnn_kernel.h,,has_custom_dispatch
aclnnUpsampleBicubic2d,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,UpsampleBicubic2D,UpsampleBicubic2D,,,,,,UpsampleBicubic2D,False,UpsampleBicubic2DAscend,kernel_mod_impl/customize/upsample_bicubic2d_aclnn_kernel.cc;kernel_mod_impl/customize/upsample_bicubic2d_aclnn_kernel.h,,
aclnnUpsampleBicubic2dAA,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnUpsampleBicubic2dAAGrad,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnUpsampleBicubic2dBackward,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,UpsampleBicubic2DGrad,UpsampleBicubic2DGrad,,,,,,,True,UpsampleBicubic2DGradAscend,kernel_mod_impl/customize/upsample_bicubic2d_grad_aclnn_kernel.cc;kernel_mod_impl/customize/upsample_bicubic2d_grad_aclnn_kernel.h,,
aclnnUpsampleBilinear2d,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,UpsampleBilinear2D,UpsampleBilinear2D,,,,,,UpsampleBilinear2D,False,UpsampleBilinear2DAscend,kernel_mod_impl/customize/upsample_bilinear2d_aclnn_kernel.cc;kernel_mod_impl/customize/upsample_bilinear2d_aclnn_kernel.h,,
aclnnUpsampleBilinear2dAA,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnUpsampleBilinear2dAABackward,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnUpsampleBilinear2dBackward,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnUpsampleBilinear2dBackwardV2,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,UpsampleBilinear2DGrad,UpsampleBilinear2DGrad,,,,,,,True,UpsampleBilinear2DGradAscend,kernel_mod_impl/customize/upsample_bilinear2d_grad_aclnn_kernel.cc;kernel_mod_impl/customize/upsample_bilinear2d_grad_aclnn_kernel.h,,
aclnnUpsampleLinear1d,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,UpsampleLinear1D,UpsampleLinear1D,,,,,,UpsampleLinear1D,False,UpsampleLinear1DAscend,kernel_mod_impl/customize/upsample_linear1d_aclnn_kernel.cc;kernel_mod_impl/customize/upsample_linear1d_aclnn_kernel.h,,
aclnnUpsampleLinear1dBackward,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,UpsampleLinear1DGrad,UpsampleLinear1DGrad,,,,,,,True,UpsampleLinear1DGradAscend,kernel_mod_impl/customize/upsample_linear1d_grad_aclnn_kernel.cc;kernel_mod_impl/customize/upsample_linear1d_grad_aclnn_kernel.h,,
aclnnUpsampleNearest1d,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,UpsampleNearest1D,UpsampleNearest1D,,,,,,UpsampleNearest1D,False,UpsampleNearest1DAscend,kernel_mod_impl/customize/upsample_nearest1d_aclnn_kernel.cc;kernel_mod_impl/customize/upsample_nearest1d_aclnn_kernel.h,,
aclnnUpsampleNearest1dBackward,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,UpsampleNearest1DGrad,UpsampleNearest1DGrad,,,,,,,True,UpsampleNearest1DGradAscend,kernel_mod_impl/customize/upsample_nearest1d_grad_aclnn_kernel.cc;kernel_mod_impl/customize/upsample_nearest1d_grad_aclnn_kernel.h,,
aclnnUpsampleNearest1dV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnUpsampleNearest2d,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,UpsampleNearest2D,UpsampleNearest2D,,,,,,UpsampleNearest2D,False,UpsampleNearest2DAscend,kernel_mod_impl/customize/upsample_nearest2d_aclnn_kernel.cc;kernel_mod_impl/customize/upsample_nearest2d_aclnn_kernel.h,,
aclnnUpsampleNearest2dBackward,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,UpsampleNearest2DGrad,UpsampleNearest2DGrad,,,,,,,True,UpsampleNearest2DGradAscend,kernel_mod_impl/customize/upsample_nearest2d_grad_aclnn_kernel.cc;kernel_mod_impl/customize/upsample_nearest2d_grad_aclnn_kernel.h,,
aclnnUpsampleNearest2dV2,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnUpsampleNearest3d,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,UpsampleNearest3D,UpsampleNearest3D,,,,,,UpsampleNearest3D,False,UpsampleNearest3DAscend,kernel_mod_impl/customize/upsample_nearest3d_aclnn_kernel.cc;kernel_mod_impl/customize/upsample_nearest3d_aclnn_kernel.h,,
aclnnUpsampleNearest3dBackward,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,UpsampleNearest3DGrad,UpsampleNearest3DGrad,,,,,,,True,UpsampleNearest3DGradAscend,kernel_mod_impl/customize/upsample_nearest3d_grad_aclnn_kernel.cc;kernel_mod_impl/customize/upsample_nearest3d_grad_aclnn_kernel.h,,
aclnnUpsampleNearestExact1d,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnUpsampleNearestExact1dBackward,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnUpsampleNearestExact2d,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnUpsampleNearestExact2dBackward,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnUpsampleNearestExact3d,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnUpsampleNearestExact3dBackward,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnUpsampleTrilinear3d,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,UpsampleTrilinear3D,UpsampleTrilinear3D,,,,,,UpsampleTrilinear3D,False,UpsampleTrilinear3DAscend,kernel_mod_impl/customize/upsample_trilinear3d_aclnn_kernel.cc;kernel_mod_impl/customize/upsample_trilinear3d_aclnn_kernel.h,,
aclnnUpsampleTrilinear3dBackward,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,UpsampleTrilinear3DGrad,UpsampleTrilinear3DGrad,,,,,,,True,UpsampleTrilinear3DGradAscend,kernel_mod_impl/customize/upsample_trilinear3d_grad_aclnn_kernel.cc;kernel_mod_impl/customize/upsample_trilinear3d_grad_aclnn_kernel.h,,
aclnnVar,✅,✅,✅,✖️,✖️,✖️,✖️,custom_dispatch,,,,,,Var,VarAscend,,False,,,,has_custom_dispatch
aclnnVarCorrection,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,Var,Var,,,,,,,True,VarAscend,kernel_mod_impl/customize/var_aclnn_kernel.cc;kernel_mod_impl/customize/var_aclnn_kernel.h,,
aclnnVarMean,✅,✅,✅,✅,✖️,✖️,✖️,kernel_mod_src+custom_dispatch,VarMean,VarMean,,,,VarMean,VarMeanAscend,VarMean,False,VarMeanAscend,kernel_mod_impl/customize/var_mean_aclnn_kernel.cc;kernel_mod_impl/customize/var_mean_aclnn_kernel.h,,has_custom_dispatch
aclnnWeightQuantBatchMatmul,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnWeightQuantBatchMatmulV2,✅,✖️,✅,✅,✖️,✖️,✖️,kernel_mod_src,WeightQuantBatchMatmul,WeightQuantBatchMatmul,,,,,,,True,WeightQuantBatchMatmulV2Ascend,kernel_mod_impl/customize/weight_quant_batch_matmul_aclnn_kernel.cc;kernel_mod_impl/customize/weight_quant_batch_matmul_aclnn_kernel.h,,
aclnnWeightQuantBatchMatmulV3,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnWeightQuantMatmulAllReduce,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnWeightQuantMatmulAllReduceAddRmsNorm,✖️,✖️,✖️,✖️,✖️,✖️,✖️,,,,,,,,,,False,,,,
aclnnXLogYScalarOther,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,XLogYScalarOther,,,XLogYScalarOther,XLogYScalarOther,,,XLogYScalarOther,False,,,,
aclnnXLogYScalarSelf,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,XLogYScalarSelf,,,XLogYScalarSelf,XLogYScalarSelf,,,XLogYScalarSelf,False,,,,
aclnnXLogYTensor,✅,✅,✅,✖️,✖️,✅,✅,kernel_mod_gen+pyboost_gen,Xlogy,,,Xlogy,Xlogy,,,,True,,,,
